A	Coef.FGRvsC	Coef.CasevsControl	t.FGRvsC	t.CasevsControl	p.value.FGRvsC	p.value.CasevsControl	p.value.adj.FGRvsC	p.value.adj.CasevsControl	F	F.p.value	Res.FGRvsC	Res.CasevsControl	Genes.probe	Genes.id	Genes.symbol
9.1	-0.256	-0.047	-2.62	-0.49	0.01453	0.63155	0.289017	0.899714	3.9	0.03344	0	0	8056734	8056734	TLK1
5.93	-0.018	0.018	-0.21	0.21	0.83225	0.83342	0.932229	0.958327	0.09	0.91335	0	0	8056753	8056753	METTL8
7.92	0.037	0.055	0.27	0.4	0.78813	0.69339	0.910838	0.918433	0.08	0.9206	0	0	8056763	8056763	NA
6.45	-0.027	-0.074	-0.32	-0.88	0.74846	0.38863	0.889101	0.814571	0.39	0.67877	0	0	8056766	8056766	SLC25A12
6.21	0.127	0.045	1.72	0.61	0.09766	0.54707	0.416781	0.872889	1.52	0.23788	0	0	8056784	8056784	DLX2
6.27	-0.413	-0.2	-1.74	-0.84	0.09368	0.40618	0.410983	0.820658	1.52	0.23855	0	0	8056792	8056792	NA
8.28	-0.007	0.111	-0.12	1.79	0.90599	0.08523	0.963579	0.640153	2.29	0.12178	0	0	8056798	8056798	SP3
5.83	-0.125	-0.089	-1.31	-0.93	0.20225	0.36348	0.525942	0.805861	0.91	0.4169	0	0	8056810	8056810	LOC100129312
6.82	-0.063	-0.056	-0.68	-0.6	0.50216	0.55094	0.74439	0.873403	0.28	0.7594	0	0	8056812	8056812	OLA1
6.06	-0.006	0.04	-0.06	0.41	0.95386	0.68352	0.984513	0.91686	0.13	0.87717	0	0	8056821	8056821	NA
7.21	0.034	-0.014	0.66	-0.28	0.51777	0.78453	0.754936	0.94406	0.46	0.6373	0	0	8056825	8056825	LOC102724194
6.33	-0.102	-0.058	-1.15	-0.66	0.25896	0.51584	0.571729	0.860482	0.67	0.51994	0	0	8056829	8056829	CIR1
6.58	-0.258	-0.523	-1.92	-3.9	0.06559	0.00063	0.381748	0.26055	7.62	0.00258	0	0	8056837	8056837	GPR155
7.9	0.251	0.105	1.95	0.81	0.06293	0.42408	0.377566	0.82984	1.91	0.16893	0	0	8056860	8056860	WIPF1
5.62	0.087	0.065	1.48	1.09	0.15227	0.28531	0.475275	0.768792	1.17	0.32579	0	0	8056877	8056877	CHRNA1
8.38	-0.182	-0.353	-1.07	-2.07	0.29551	0.04856	0.598937	0.580806	2.15	0.1375	0	0	8056890	8056890	CHN1
8.44	-0.051	-0.09	-0.67	-1.18	0.50606	0.24752	0.747467	0.75057	0.71	0.50347	0	0	8056909	8056909	ATF2
6.36	0.059	0.021	0.7	0.25	0.4875	0.80223	0.734459	0.946653	0.25	0.77704	0	0	8056930	8056930	ATP5G3
7.12	-0.156	-0.025	-1.56	-0.25	0.1306	0.80338	0.452893	0.947383	1.41	0.26322	0	0	8056943	8056943	LNPK
7.03	0.012	0.052	0.15	0.62	0.88491	0.53965	0.954812	0.870608	0.21	0.81087	0	0	8056959	8056959	EVX2
5.7	0.115	0.024	1.79	0.38	0.08584	0.70838	0.402157	0.92223	1.77	0.18998	0	0	8056963	8056963	LOC100129455
8.11	0.051	0.019	0.49	0.19	0.62788	0.8533	0.822273	0.964292	0.12	0.88507	0	0	8056966	8056966	NA
5.74	0.047	0.023	0.54	0.27	0.59213	0.78813	0.801606	0.945015	0.15	0.86383	0	0	8056972	8056972	NA
8.77	-0.087	-0.074	-1.05	-0.89	0.30506	0.38024	0.605161	0.811238	0.64	0.53609	0	0	8056977	8056977	NFE2L2
6.78	-0.053	0.119	-0.45	1.01	0.65759	0.3231	0.837732	0.787842	1.11	0.34428	0	0	8056993	8056993	NA
5.53	0.1	0.133	0.99	1.31	0.33123	0.20107	0.626614	0.728367	0.94	0.40531	0	0	8056995	8056995	TTC30B
7.56	-0.169	-0.054	-2.01	-0.64	0.05497	0.52744	0.367926	0.865794	2.11	0.14165	0	0	8057034	8057034	PRKRA
5.92	0.099	-0.126	1.13	-1.44	0.26788	0.16102	0.578158	0.704295	3.34	0.05178	0	0	8057045	8057045	FKBP7
5.44	0.22	0.054	2.62	0.64	0.01455	0.527	0.289017	0.865785	3.74	0.03775	0	0	8057056	8057056	TTN
5.26	0.262	0.058	2.35	0.52	0.02676	0.60531	0.322666	0.889418	3.05	0.06508	0	0	8057377	8057377	CCDC141
7.61	-0.05	0.049	-0.47	0.47	0.64163	0.64581	0.829967	0.904256	0.44	0.64997	0	0	8057394	8057394	SESTD1
5.85	0.028	-0.049	0.36	-0.63	0.72083	0.53287	0.875243	0.867967	0.51	0.60892	0	0	8057418	8057418	ZNF385B
6.31	-0.012	-0.009	-0.1	-0.07	0.92384	0.94683	0.971575	0.98707	0	0.99511	0	0	8057439	8057439	NA
6.99	-0.219	-0.105	-2.29	-1.1	0.03042	0.2832	0.327034	0.767427	2.63	0.09163	0	0	8057441	8057441	CWC22
5.45	0.043	-0.033	0.54	-0.41	0.5933	0.68221	0.802171	0.916185	0.46	0.63719	0	0	8057480	8057480	NEUROD1
8.73	-0.385	-0.232	-1.3	-0.78	0.2057	0.4412	0.528747	0.832435	0.86	0.43707	0	0	8057506	8057506	FRZB
9.27	-0.2	0.015	-1.88	0.14	0.07238	0.88665	0.389961	0.972235	2.54	0.099	0	0	8057517	8057517	NCKAP1
8.18	-0.129	-0.056	-1.09	-0.47	0.28577	0.64029	0.591137	0.902919	0.6	0.55744	0	0	8057554	8057554	CACYBP
6.78	0.063	0.178	0.34	0.95	0.73939	0.35078	0.884859	0.802042	0.46	0.63355	0	0	8057578	8057578	CALCRL
9.99	-0.321	-0.007	-2.2	-0.04	0.03685	0.96456	0.34078	0.991069	3.17	0.05894	0	0	8057599	8057599	TFPI
7.85	0.142	-0.122	1	-0.86	0.32528	0.3973	0.622414	0.817677	1.74	0.19571	0	0	8057613	8057613	NA
8.04	0.23	-0.197	1.56	-1.34	0.13151	0.19284	0.453581	0.723566	4.2	0.02656	0	0	8057620	8057620	COL5A2
10.3	-0.35	-0.274	-1.94	-1.52	0.06418	0.14174	0.379512	0.68412	2.07	0.14653	0	0	8057677	8057677	SLC40A1
5.62	-0.204	-0.122	-2.73	-1.64	0.01136	0.11391	0.282143	0.664762	3.78	0.0367	0	0	8057689	8057689	OSGEPL1
8.03	-0.394	-0.367	-2.85	-2.66	0.00851	0.01351	0.27753	0.494883	5.08	0.014	0	0	8057700	8057700	ORMDL1
6.66	-0.376	-0.301	-2.35	-1.88	0.02684	0.07169	0.322666	0.621206	3.09	0.06282	0	0	8057719	8057719	HIBCH
6.12	0.063	-0.055	0.79	-0.68	0.43812	0.50321	0.701341	0.856695	1.08	0.35541	0	0	8057732	8057732	NEMP2
8.33	0.089	0.087	0.59	0.58	0.56	0.5684	0.78128	0.877633	0.23	0.79798	0	0	8057742	8057742	NA
9.1	0.383	0.225	1.29	0.76	0.20715	0.45314	0.530421	0.836581	0.85	0.44058	0	0	8057744	8057744	STAT1
6.41	0.03	-0.249	0.11	-0.95	0.91037	0.35357	0.96584	0.802557	0.68	0.51775	0	0	8057771	8057771	STAT4
6.63	0.304	0.119	2.81	1.1	0.00944	0.28323	0.27753	0.767427	4.01	0.03073	0	0	8057797	8057797	CAVIN2
8.12	-0.119	-0.426	-0.95	-3.38	0.35357	0.00235	0.642042	0.310007	6.09	0.00695	0	0	8057887	8057887	STK17B
7.48	-0.093	-0.46	-0.59	-2.92	0.55901	0.00732	0.780915	0.42774	4.75	0.01769	0	0	8057898	8057898	HECW2
5.03	-0.196	-0.37	-1.26	-2.37	0.22096	0.0255	0.542009	0.526433	2.82	0.07837	0	0	8057929	8057929	NA
6.32	-0.059	0.065	-0.87	0.97	0.39472	0.34302	0.670792	0.798214	1.68	0.2065	0	0	8057931	8057931	NA
7.64	-0.109	-0.087	-1.39	-1.11	0.17726	0.27743	0.502314	0.763889	1.08	0.3552	0	0	8057933	8057933	GTF3C3
6.93	-0.579	-0.515	-4	-3.55	0.00049	0.00153	0.230189	0.285048	9.59	8e-04	0	0	8057959	8057959	PGAP1
6.61	-0.025	-0.19	-0.19	-1.49	0.84951	0.1499	0.94063	0.693257	1.3	0.28884	0	0	8057990	8057990	ANKRD44
10.15	-0.098	-0.085	-0.83	-0.72	0.41231	0.47845	0.682831	0.847202	0.41	0.66894	0	0	8058024	8058024	SF3B1
8.98	-0.123	-0.14	-0.94	-1.08	0.35494	0.29068	0.643067	0.771611	0.69	0.51054	0	0	8058052	8058052	HSPD1
7.06	-0.036	-0.24	-0.29	-1.92	0.7734	0.06609	0.902709	0.615773	2.14	0.13805	0	0	8058063	8058063	RFTN2
6.1	0.048	0.081	0.85	1.44	0.40184	0.16204	0.675333	0.705085	1.05	0.36504	0	0	8058091	8058091	SATB2
5.93	-0.129	-0.087	-1.35	-0.91	0.19025	0.36995	0.515298	0.807542	0.94	0.40228	0	0	8058108	8058108	TYW5
6.77	-0.104	-0.076	-1.38	-1.01	0.17933	0.32078	0.503708	0.786737	1.02	0.37394	0	0	8058118	8058118	KCTD18
8.83	-0.29	-0.11	-1.59	-0.6	0.12325	0.55158	0.444843	0.873462	1.3	0.29111	0	0	8058127	8058127	NA
7	-0.08	-0.016	-1.1	-0.22	0.2809	0.82448	0.588142	0.955047	0.68	0.51649	0	0	8058147	8058147	PPIL3
7.48	-0.165	-0.122	-1.86	-1.38	0.07472	0.18098	0.391929	0.717062	1.86	0.17628	0	0	8058161	8058161	ORC2
7.62	-0.159	-0.038	-1.6	-0.38	0.12313	0.70983	0.44484	0.92223	1.39	0.26738	0	0	8058182	8058182	FAM126B
5.69	-0.014	0.002	-0.04	0.01	0.97076	0.99577	0.990107	0.998827	0	0.99894	0	0	8058201	8058201	NA
7.61	-0.228	-0.303	-1.93	-2.56	0.06517	0.01681	0.381012	0.502759	3.56	0.04353	0	0	8058221	8058221	TRAK2
6.15	-0.067	-0.15	-0.71	-1.58	0.48706	0.12573	0.734333	0.669328	1.26	0.3012	0	0	8058258	8058258	TMEM237
6.75	-0.06	-0.093	-0.74	-1.14	0.46389	0.26358	0.717365	0.759167	0.67	0.51886	0	0	8058295	8058295	ALS2
7.3	0.004	0.031	0.03	0.23	0.97412	0.8228	0.991724	0.954329	0.03	0.97057	0	0	8058333	8058333	NA
8.41	-0.086	-0.084	-0.79	-0.77	0.43776	0.44788	0.701337	0.833933	0.41	0.67093	0	0	8058335	8058335	SUMO1
10.57	0.192	0.144	2.59	1.95	0.01572	0.06274	0.290013	0.607083	3.64	0.04092	0	0	8058340	8058340	NA
6.14	0.297	0.368	1.93	2.39	0.06523	0.02452	0.381012	0.52242	3.22	0.05693	0	0	8058342	8058342	NA
5.72	-0.143	-0.18	-1.94	-2.44	0.064	0.02223	0.379226	0.515658	3.31	0.05281	0	0	8058350	8058350	ICA1L
7.34	-0.074	-0.105	-0.96	-1.36	0.34601	0.18524	0.636735	0.718608	0.98	0.38933	0	0	8058373	8058373	WDR12
7.42	-0.081	-0.282	-0.64	-2.24	0.52639	0.03428	0.759507	0.553964	2.66	0.0898	0	0	8058390	8058390	RAPH1
8.19	-0.043	0.013	-0.43	0.13	0.66747	0.89832	0.843496	0.974337	0.17	0.84089	0	0	8058415	8058415	INO80D
8.87	-0.219	-0.149	-2.44	-1.65	0.02192	0.11045	0.307094	0.664191	3.11	0.06213	0	0	8058428	8058428	NDUFS1
6.09	-0.094	0.077	-0.9	0.73	0.3781	0.47155	0.659015	0.84457	1.33	0.28238	0	0	8058450	8058450	GPR1
9.35	0.122	0.275	0.99	2.23	0.33366	0.03504	0.628238	0.555087	2.49	0.10284	0	0	8058458	8058458	NA
7.36	0.236	0.088	1.87	0.7	0.07365	0.49186	0.390737	0.849588	1.78	0.18937	0	0	8058477	8058477	KLF7
6.05	-0.016	-0.043	-0.24	-0.64	0.81236	0.52826	0.92162	0.866018	0.21	0.813	0	0	8058486	8058486	METTL21A
5.87	-0.09	0.068	-0.8	0.6	0.43324	0.55298	0.698276	0.873854	0.98	0.38801	0	0	8058496	8058496	NA
7	-0.283	-0.325	-2.63	-3.02	0.01425	0.00569	0.289017	0.396323	5.4	0.01112	0	0	8058498	8058498	FZD5
6.75	-0.418	-0.263	-3.53	-2.22	0.00161	0.03544	0.233985	0.555087	6.38	0.00573	0	0	8058509	8058509	PLEKHM3
7.3	-0.184	-0.246	-2.76	-3.7	0.01052	0.00107	0.278498	0.26055	7.39	0.00298	0	0	8058512	8058512	PLEKHM3
5.61	0.013	-0.043	0.14	-0.46	0.89242	0.64722	0.958045	0.904256	0.2	0.82193	0	0	8058514	8058514	NA
6.63	0.126	-0.011	1.65	-0.15	0.11033	0.88483	0.430067	0.971819	2	0.15601	0	0	8058516	8058516	NA
5.73	-0.15	-0.068	-1.24	-0.56	0.22482	0.57785	0.544268	0.88097	0.78	0.47074	0	0	8058518	8058518	NA
9.2	-0.398	-0.451	-2.14	-2.42	0.04235	0.02289	0.350852	0.515658	3.51	0.04525	0	0	8058552	8058552	IDH1
6.11	0.025	0.036	0.3	0.43	0.764	0.67061	0.896589	0.91228	0.1	0.90718	0	0	8058570	8058570	KANSL1L
5.81	-0.216	-0.12	-2.2	-1.22	0.03744	0.23338	0.342405	0.74318	2.42	0.10902	0	0	8058591	8058591	ACADL
7.3	-0.215	-0.299	-1.52	-2.1	0.14199	0.04547	0.465858	0.573693	2.36	0.11518	0	0	8058614	8058614	LANCL1
5.72	0.126	0.251	0.74	1.49	0.46383	0.14977	0.717365	0.693226	1.1	0.34718	0	0	8058664	8058664	NA
6.52	-0.307	-0.13	-3.25	-1.38	0.00327	0.18064	0.267178	0.717062	5.32	0.01181	0	0	8058670	8058670	IKZF2
6.44	0.02	0.013	0.17	0.11	0.86555	0.91506	0.94668	0.979076	0.01	0.98516	0	0	8058695	8058695	BARD1
5.9	0.115	0.221	1.1	2.11	0.2828	0.04477	0.589541	0.573693	2.23	0.12817	0	0	8058708	8058708	ABCA12
12.77	-0.186	-0.022	-0.6	-0.07	0.55697	0.94325	0.779754	0.986175	0.21	0.81108	0	0	8058765	8058765	FN1
7.01	-0.265	-0.01	-2.37	-0.09	0.02595	0.92636	0.321198	0.980994	3.59	0.04242	0	0	8058824	8058824	NA
6.81	-0.087	-0.205	-1.1	-2.6	0.28202	0.01552	0.588947	0.499108	3.39	0.04949	0	0	8058849	8058849	MARCH4
6.33	-0.086	-0.026	-0.91	-0.28	0.36988	0.78228	0.652775	0.9435	0.44	0.65032	0	0	8058855	8058855	NA
10.25	0.186	0.217	0.9	1.05	0.37768	0.30504	0.65873	0.777329	0.64	0.53484	0	0	8058857	8058857	IGFBP5
8.65	0.072	-0.056	0.7	-0.54	0.49255	0.59565	0.737447	0.887893	0.77	0.47564	0	0	8058869	8058869	TNS1
8.02	0.019	0.051	0.22	0.62	0.82461	0.54139	0.927117	0.871376	0.2	0.82282	0	0	8058914	8058914	AAMP
10.96	-0.01	0.108	-0.09	1.02	0.92846	0.31512	0.972871	0.784642	0.77	0.47459	0	0	8058927	8058927	TMBIM1
6.77	-0.209	-0.055	-2.11	-0.56	0.04468	0.58327	0.352733	0.882216	2.4	0.11122	0	0	8058940	8058940	USP37
5.77	0.101	0.043	1.25	0.53	0.22168	0.59906	0.542045	0.888327	0.79	0.46434	0	0	8058969	8058969	NA
6.63	-0.009	-0.016	-0.15	-0.27	0.881	0.79188	0.953906	0.945734	0.04	0.96491	0	0	8058973	8058973	ZNF142
6.88	0.072	-0.015	0.98	-0.2	0.33518	0.84332	0.629144	0.961282	0.8	0.46	0	0	8058985	8058985	RNF25
5.89	0.03	0.058	0.49	0.93	0.63146	0.36008	0.82444	0.803174	0.43	0.65221	0	0	8058997	8058997	PRKAG3
5.71	-0.106	0.04	-1.12	0.43	0.27276	0.67371	0.581705	0.912902	1.28	0.29615	0	0	8059012	8059012	NA
6.93	0.095	0.1	1.24	1.31	0.22735	0.20319	0.545978	0.728844	1.08	0.3545	0	0	8059014	8059014	FEV
6.13	0.039	-0.048	0.59	-0.73	0.55841	0.47073	0.780708	0.844016	0.88	0.42652	0	0	8059019	8059019	CRYBA2
7.15	0.057	0.09	0.87	1.38	0.39129	0.17966	0.668022	0.717062	0.97	0.39115	0	0	8059026	8059026	MIR375
5.78	0.061	0.055	1.15	1.05	0.25909	0.30484	0.571729	0.777329	0.81	0.45445	0	0	8059028	8059028	CFAP65
6.39	0.075	0.139	1.15	2.14	0.26101	0.04226	0.572721	0.573693	2.29	0.12165	0	0	8059067	8059067	IHH
6.76	-0.008	0.033	-0.11	0.43	0.91563	0.6692	0.967864	0.911377	0.16	0.85044	0	0	8059071	8059071	NHEJ1
6.08	0.016	0.062	0.15	0.59	0.88104	0.56047	0.953906	0.875894	0.19	0.82992	0	0	8059081	8059081	SLC23A3
7.46	0.104	0.157	1.13	1.72	0.2671	0.09696	0.577768	0.653894	1.54	0.23479	0	0	8059097	8059097	CNPPD1
6.66	0.074	0.034	1.01	0.46	0.3238	0.6521	0.62184	0.905615	0.51	0.60782	0	0	8059111	8059111	ABCB6
7.99	0.036	0.019	0.49	0.26	0.62491	0.79485	0.820595	0.946229	0.12	0.8851	0	0	8059139	8059139	ATG9A
6.36	0.017	-0.055	0.18	-0.6	0.85772	0.55559	0.943928	0.874462	0.33	0.72065	0	0	8059158	8059158	GLB1L
6.96	0.126	0.304	0.93	2.23	0.36177	0.03486	0.646577	0.555087	2.51	0.10136	0	0	8059177	8059177	TUBA4A
5.88	0.153	0.173	2.27	2.57	0.03178	0.01639	0.330363	0.502618	3.96	0.03202	0	0	8059186	8059186	PTPRN
7.7	0.086	0.086	1.2	1.21	0.23947	0.23836	0.556512	0.745868	0.97	0.39278	0	0	8059222	8059222	DNPEP
8.72	-0.029	0.201	-0.24	1.68	0.81094	0.10524	0.921054	0.659064	2.19	0.13251	0	0	8059244	8059244	CHPF
7.35	0.012	0.045	0.11	0.41	0.91405	0.68202	0.967203	0.916185	0.09	0.91211	0	0	8059249	8059249	OBSL1
7.7	-0.027	0.11	-0.15	0.63	0.8785	0.53373	0.953062	0.867967	0.35	0.71063	0	0	8059277	8059277	NA
6.32	0.194	0.07	2.18	0.79	0.03846	0.43498	0.345711	0.831117	2.44	0.10705	0	0	8059279	8059279	EPHA4
7.21	-0.122	-0.219	-1.01	-1.8	0.32397	0.0835	0.621907	0.63663	1.63	0.2157	0	0	8059319	8059319	FARSB
6.74	0.186	0.077	1.86	0.77	0.07521	0.45083	0.392778	0.835959	1.74	0.19606	0	0	8059339	8059339	NA
5.79	-0.215	-0.235	-1.4	-1.53	0.17344	0.13822	0.498032	0.681361	1.44	0.2555	0	0	8059350	8059350	AP1S3
8.62	-0.041	-0.027	-0.63	-0.41	0.53581	0.68702	0.765951	0.917684	0.2	0.81769	0	0	8059361	8059361	WDFY1
10.34	-0.105	0.024	-0.26	0.06	0.79861	0.95318	0.915721	0.988832	0.06	0.94484	0	0	8059376	8059376	SERPINE2
7.41	-0.075	-0.114	-0.6	-0.91	0.55512	0.37185	0.778629	0.808668	0.43	0.65706	0	0	8059387	8059387	FAM124B
8.6	-0.189	-0.033	-2.4	-0.42	0.02386	0.67746	0.312965	0.91473	3.3	0.05342	0	0	8059393	8059393	CUL3
5.84	0.457	0.244	2.17	1.16	0.03952	0.25784	0.346135	0.758139	2.36	0.11489	0	0	8059413	8059413	DOCK10
6.91	0.179	0.111	1.87	1.15	0.07316	0.25891	0.390403	0.758864	1.78	0.18911	0	0	8059470	8059470	IRS1
5.61	0.074	0.135	0.79	1.45	0.43718	0.16047	0.700773	0.704295	1.05	0.36525	0	0	8059475	8059475	COL4A4
6.04	0.039	-0.015	0.76	-0.28	0.45474	0.77966	0.71219	0.943309	0.58	0.56679	0	0	8059477	8059477	COL4A4
6.23	0.046	-0.068	0.59	-0.88	0.55823	0.38933	0.780708	0.814874	1.09	0.35065	0	0	8059532	8059532	C2orf83
8.94	-0.112	-0.371	-0.54	-1.78	0.59723	0.08672	0.804148	0.642063	1.67	0.20783	0	0	8059538	8059538	SLC19A3
6.65	-0.046	-0.08	-0.49	-0.84	0.62974	0.4069	0.823528	0.820658	0.36	0.70214	0	0	8059565	8059565	PID1
11.58	0.088	0.014	0.82	0.13	0.41751	0.89768	0.685796	0.974209	0.39	0.67921	0	0	8059576	8059576	NA
6.18	-0.222	-0.19	-2.17	-1.86	0.03955	0.0745	0.346135	0.624333	2.76	0.08263	0	0	8059578	8059578	NA
6.02	0.092	0.046	0.96	0.48	0.34739	0.63305	0.637863	0.900612	0.46	0.63744	0	0	8059580	8059580	DNER
9.61	-0.16	-0.052	-2.49	-0.8	0.01966	0.42996	0.30537	0.830028	3.23	0.05619	0	0	8059596	8059596	TRIP12
5.7	-0.102	-0.06	-1.31	-0.77	0.20087	0.44789	0.523666	0.833933	0.87	0.43066	0	0	8059642	8059642	SLC16A14
5.72	-0.371	-0.419	-1.97	-2.22	0.05965	0.03534	0.373201	0.555087	2.97	0.06968	0	0	8059648	8059648	NA
6.88	0.229	0.095	1.83	0.76	0.0793	0.45339	0.39664	0.836581	1.69	0.20521	0	0	8059650	8059650	SP110
8.25	0.03	-0.018	0.23	-0.14	0.81893	0.88898	0.924521	0.973145	0.07	0.93195	0	0	8059672	8059672	NA
5.74	0.091	0.07	1.41	1.07	0.17152	0.29324	0.496179	0.771611	1.08	0.35431	0	0	8059674	8059674	GPR55
5.27	0.191	-0.015	1.68	-0.13	0.10543	0.89747	0.42544	0.974209	2.04	0.1513	0	0	8059680	8059680	HTR2B
5.64	0.248	0.105	1.86	0.78	0.07501	0.43976	0.392455	0.832404	1.74	0.19625	0	0	8059687	8059687	NA
9.81	-0.208	-0.124	-2.45	-1.46	0.02142	0.15667	0.30672	0.702914	3.04	0.06539	0	0	8059689	8059689	NCL
5.7	-0.156	0.045	-1.18	0.34	0.24838	0.73448	0.563266	0.929616	1.28	0.29566	0	0	8059708	8059708	SNORA75
6.56	0.091	0.193	1.17	2.48	0.25268	0.02004	0.567329	0.511565	3.08	0.0633	0	0	8059720	8059720	NMUR1
7.21	-0.029	-0.155	-0.41	-2.25	0.68291	0.03365	0.852046	0.552566	2.86	0.07596	0	0	8059731	8059731	PDE6D
8	0.044	0.069	0.62	0.97	0.54259	0.33911	0.771054	0.796996	0.49	0.62073	0	0	8059739	8059739	NPPC
7.02	-0.083	-0.066	-0.67	-0.53	0.50703	0.5982	0.748216	0.888327	0.25	0.77886	0	0	8059744	8059744	ECEL1P2
6.47	0.102	0.012	1.48	0.18	0.15218	0.85983	0.475275	0.966123	1.3	0.29044	0	0	8059748	8059748	ECEL1
6.01	-0.031	-0.069	-0.41	-0.9	0.68564	0.37676	0.853321	0.810789	0.41	0.67068	0	0	8059770	8059770	NA
5.97	0.08	0.052	1.2	0.79	0.24004	0.43756	0.55713	0.831436	0.75	0.48385	0	0	8059783	8059783	NGEF
7.42	-0.207	-0.133	-1.66	-1.07	0.10852	0.29295	0.428998	0.771611	1.42	0.25962	0	0	8059801	8059801	USP40
6.17	0.038	0.03	0.47	0.38	0.64069	0.70719	0.829707	0.92223	0.13	0.88273	0	0	8059838	8059838	HJURP
5.72	-0.52	-0.316	-3.01	-1.83	0.00586	0.07947	0.272189	0.633003	4.6	0.01982	0	0	8059852	8059852	MSL3P1
7.79	-0.391	-0.425	-2.2	-2.4	0.03696	0.02423	0.340839	0.519061	3.55	0.04393	0	0	8059854	8059854	ARL4C
7.35	0.309	0.185	3.93	2.34	0.00059	0.02723	0.230189	0.532045	7.81	0.00228	0	0	8059864	8059864	GBX2
5.65	-0.006	0.052	-0.1	0.93	0.9186	0.35995	0.969006	0.803174	0.65	0.53012	0	0	8059868	8059868	ASB18
5.85	-0.031	0.065	-0.45	0.95	0.65315	0.35132	0.836235	0.802042	1.03	0.37257	0	0	8059900	8059900	NA
9.83	0.172	-0.362	0.84	-1.76	0.41112	0.09017	0.682018	0.645478	3.52	0.04492	0	0	8059905	8059905	COL6A3
5.5	0.029	0.122	0.37	1.55	0.71812	0.13344	0.873698	0.67568	1.31	0.28639	0	0	8059951	8059951	NA
6.76	0.022	0.04	0.27	0.49	0.79099	0.62594	0.91255	0.896248	0.12	0.88562	0	0	8059955	8059955	RAB17
6.68	-0.021	-0.076	-0.24	-0.86	0.81359	0.39871	0.922222	0.817921	0.39	0.67923	0	0	8059969	8059969	ILKAP
6.21	-0.019	0.025	-0.33	0.42	0.74728	0.67638	0.888666	0.91421	0.28	0.75709	0	0	8059985	8059985	LOC151174
6.77	0.033	0.048	0.49	0.71	0.6263	0.48198	0.821444	0.848137	0.27	0.7678	0	0	8059989	8059989	HES6
7.25	-0.031	-0.063	-0.27	-0.56	0.7875	0.57849	0.910541	0.881116	0.16	0.8543	0	0	8059996	8059996	PER2
6.36	0.109	0.008	1.72	0.13	0.09844	0.89568	0.41711	0.974026	1.82	0.18218	0	0	8060030	8060030	HDAC4
6	0.105	0.072	1.25	0.86	0.22328	0.40006	0.543062	0.818487	0.82	0.45385	0	0	8060061	8060061	MGC16025
7.72	-0.081	-0.112	-1.23	-1.7	0.22882	0.10228	0.547217	0.659064	1.54	0.23459	0	0	8060063	8060063	NDUFA10
6.21	0.177	0.05	2.17	0.61	0.03996	0.54922	0.346135	0.87299	2.5	0.10249	0	0	8060086	8060086	COPS9
7.38	0.108	0.046	1.74	0.74	0.09358	0.46493	0.410907	0.840677	1.53	0.23608	0	0	8060094	8060094	OTOS
7.21	0.057	0.256	0.69	3.08	0.49938	0.00495	0.742307	0.396323	5.23	0.0126	0	0	8060101	8060101	PP14571
6.65	-0.061	-0.04	-0.73	-0.48	0.46933	0.63352	0.721064	0.900612	0.28	0.75906	0	0	8060103	8060103	ANKMY1
6.95	0.108	0.117	1.52	1.66	0.13979	0.1097	0.462927	0.663461	1.7	0.20347	0	0	8060126	8060126	NA
6.06	0.107	0.095	1.74	1.54	0.09422	0.1365	0.411331	0.679421	1.81	0.18427	0	0	8060134	8060134	KIF1A
6.24	0.033	-0.075	0.35	-0.79	0.73085	0.43939	0.880407	0.832394	0.67	0.51844	0	0	8060187	8060187	C2orf54
6.41	-0.084	-0.042	-1.08	-0.54	0.29	0.59512	0.594479	0.887766	0.58	0.56498	0	0	8060196	8060196	MTERF4
6.19	0.101	0.008	1.32	0.11	0.1983	0.91543	0.520831	0.979076	1.08	0.35581	0	0	8060205	8060205	PASK
10.44	-0.131	-0.027	-1.62	-0.34	0.11673	0.74008	0.438817	0.931581	1.47	0.24878	0	0	8060225	8060225	HDLBP
7.75	0.083	0.079	1.64	1.56	0.11386	0.13209	0.434582	0.675144	1.7	0.20228	0	0	8060257	8060257	STK25
7.11	-0.009	0.101	-0.13	1.57	0.89552	0.12981	0.959491	0.675144	1.78	0.18833	0	0	8060274	8060274	THAP4
6.26	-0.003	0.003	-0.05	0.05	0.96273	0.96016	0.987252	0.990391	0	0.99524	0	0	8060286	8060286	DTYMK
7.01	0.176	0.057	2.06	0.66	0.05025	0.51373	0.361342	0.860146	2.2	0.13128	0	0	8060294	8060294	PDCD1
6.49	0.106	0.038	1.57	0.57	0.12995	0.57615	0.452266	0.87993	1.26	0.30189	0	0	8060325	8060325	DEFB132
7.01	0.073	0.062	1.13	0.96	0.2681	0.34388	0.578274	0.798214	0.75	0.48397	0	0	8060330	8060330	ZCCHC3
7.18	0.049	0.044	0.8	0.71	0.43396	0.48467	0.698716	0.848302	0.38	0.68713	0	0	8060334	8060334	SOX12
6.67	0.101	0.077	1.26	0.96	0.21893	0.34395	0.539929	0.798214	0.87	0.43148	0	0	8060339	8060339	NRSN2
6.54	0.138	0.099	1.93	1.38	0.06524	0.17913	0.381012	0.717062	1.97	0.15974	0	0	8060344	8060344	TRIB3
8.22	0.006	-0.084	0.07	-0.99	0.94312	0.33047	0.979308	0.792314	0.71	0.50236	0	0	8060353	8060353	RBCK1
