A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	p.value.adj.BasalvsLP	p.value.adj.BasalvsML	p.value.adj.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL
4.96	-0.049	-0.056	-0.007	0	0	0	0.99998	0.99998	1	1	1	1	0	0	0	243853	Fkrp
6.59	0.774	0.401	-0.373	0	0	0	0.97044	0.9998	0.99991	1	1	1	0	0	0	97387	Strn4
4.45	0.428	0.022	-0.406	0	0	0	0.99852	0.99999	0.99909	1	1	1	0	0	0	101540	Prkd2
0.7	5.209	5.923	0.715	8.13	9.38	0	2e-05	1e-05	0.68756	0.000261	0.000111	1	1	1	0	629378	Dact3
7.09	0.751	0.15	-0.6	0	0	0	0.96563	0.99995	0.99675	1	1	1	0	0	0	12315	Calm3
-2	4.274	3.497	-0.777	6.66	5.84	0	8e-05	2e-04	0.66444	0.000767	0.001452	1	1	1	0	434128	Pnmal2
0.16	4.113	4.634	0.52	5.8	6.65	0	0.00021	9e-05	0.79058	0.001642	0.000719	1	1	1	0	434130	Ccdc8
5.45	0.65	0.118	-0.532	0	0	0	0.98119	0.99991	0.9961	1	1	1	0	0	0	19060	Ppp5c
-2.83	6.892	5.216	-1.676	6.53	4.68	-0.66	0.00011	0.00086	0.28141	0.000924	0.00502	1	1	1	0	266815	Mill1
0.44	-0.468	1.171	1.639	0	0.34	1.33	0.86703	0.37073	0.11005	1	1	0.988598	0	0	0	20958	Sycp1-ps1
2.18	0.052	-0.454	-0.506	0	0	0	0.99918	0.98083	0.97231	1	1	1	0	0	0	243864	Mill2
0.59	-2.671	-2.381	0.29	-4.51	-3.7	0	0.001	0.00305	0.97648	0.006106	0.015218	1	-1	-1	0	21946	Pglyrp1
2.97	-0.01	-0.341	-0.332	0	0	0	0.99998	0.99846	0.99865	1	1	1	0	0	0	232933	Ccdc61
1.25	3.369	3.017	-0.353	7.01	6.56	0	6e-05	9e-05	0.94802	0.000569	0.00075	1	1	1	0	232934	Mypop
5.04	0.377	0.307	-0.07	0	0	0	0.99913	0.99958	0.99997	1	1	1	0	0	0	272359	Irf2bp1
-0.67	2.535	3.086	0.551	3.76	4.87	0	0.00281	0.00064	0.82615	0.014907	0.003874	1	1	1	0	15377	Foxa3
7.05	0.243	0.057	-0.186	0	0	0	0.99994	0.99999	0.99998	1	1	1	0	0	0	68188	Sympk
5.16	0.803	0.844	0.041	0	0	0	0.94423	0.90494	1	1	1	1	0	0	0	13401	Dmwd
4.46	0.081	-1.259	-1.34	0	-1.01	-1.35	0.99722	0.17023	0.10653	1	0.551401	0.966672	0	0	0	13400	Dmpk
3.37	1.676	1.302	-0.374	2.35	1.11	0	0.02354	0.14959	0.96939	0.098706	0.491744	1	0	0	0	20475	Six5
3.45	-0.927	-1.483	-0.556	0	-2.8	0	0.65207	0.01164	0.98756	1	0.050348	1	0	0	0	243867	Fbxo46
3.8	-0.446	-0.728	-0.282	0	0	0	0.9985	0.96689	0.9998	1	1	1	0	0	0	67369	Qpctl
5.25	0.599	0.156	-0.442	0	0	0	0.984	0.99976	0.9974	1	1	1	0	0	0	107686	Snrpd2
6.45	-1.046	-2.165	-1.118	-0.33	-8.17	-0.89	0.37618	2e-05	0.19923	1	0.000223	1	0	-1	0	72205	Eml2
0.53	0.513	0.158	-0.355	0	0	0	0.83676	0.96535	0.90597	1	1	1	0	0	0	319197	Gpr4
4.73	0.378	0.291	-0.088	0	0	0	0.99923	0.9997	0.99997	1	1	1	0	0	0	403187	Opa3
7.18	0.229	0.104	-0.126	0	0	0	0.9995	0.99985	0.99989	1	1	1	0	0	0	22323	Vasp
2.32	-0.579	-0.356	0.223	0	0	0	0.95723	0.99178	0.99751	1	1	1	0	0	0	20167	Rtn2
11.93	-1.067	-0.881	0.187	-0.2	0	0	0.42483	0.63193	0.98557	1	1	1	0	0	0	14282	Fosb
4.85	0.27	0.592	0.322	0	0	0	0.99843	0.97539	0.99793	1	1	1	0	0	0	13870	Ercc1
4.79	-0.309	0.385	0.694	0	0	0	0.99863	0.99713	0.95596	1	1	1	0	0	0	70333	Cd3eap
6.69	-0.449	-0.508	-0.059	0	0	0	0.99761	0.9956	0.99997	1	1	1	0	0	0	333654	Ppp1r13l
5.18	-0.615	-0.12	0.495	0	0	0	0.98851	0.99991	0.99766	1	1	1	0	0	0	13871	Ercc2
5.58	-0.785	-0.757	0.028	0	0	0	0.8427	0.8707	0.99987	1	1	1	0	0	0	232943	Klc3
5.66	0.928	0.353	-0.575	0	0	0	0.63425	0.99419	0.9719	1	1	1	0	0	0	232944	Mark4
-1.07	4.336	3.276	-1.06	6.12	4.82	-0.1	0.00015	0.00068	0.46344	0.001232	0.00408	1	1	1	0	74463	Exoc3l2
1.81	-0.356	-1.179	-0.823	0	-0.54	0	0.95018	0.30068	0.70142	1	0.900057	1	0	0	0	232946	Bloc1s3
4.37	-0.683	-1.531	-0.848	0	-4.17	0	0.97842	0.00157	0.87872	1	0.00855	1	0	-1	0	67091	Trappc6a
6.72	-0.276	-0.316	-0.041	0	0	0	0.99983	0.99974	0.99999	1	1	1	0	0	0	232947	Ppp1r37
3.97	-0.27	-0.676	-0.406	0	0	0	0.99942	0.97281	0.99862	1	1	1	0	0	0	69731	Gemin7
3.4	-0.257	-0.105	0.152	0	0	0	0.91588	0.9677	0.95461	1	1	1	0	0	0	63872	Zfp296
4.99	-0.109	-0.143	-0.034	0	0	0	0.99963	0.9995	0.99993	1	1	1	0	0	0	53609	Clasrp
6.55	-1.849	-1.523	0.327	-5.1	-3.14	0	0.00047	0.00697	0.99873	0.0032	0.031742	1	-1	-1	0	19698	Relb
7.28	-0.393	-0.611	-0.218	0	0	0	0.99959	0.99473	0.99996	1	1	1	0	0	0	56457	Clptm1
5.36	1.675	2.141	0.466	4.41	7.41	0	0.00114	4e-05	0.99623	0.006844	0.000383	1	1	1	0	11812	Apoc1
8.72	3.626	4.877	1.251	8.9	13.2	1.02	1e-05	0	0.16996	0.000159	2.1e-05	1	1	1	0	11816	Apoe
5.59	0.553	0.072	-0.481	0	0	0	0.9936	0.99995	0.99785	1	1	1	0	0	0	53333	Tomm40
6.88	-1.067	-1.333	-0.266	-0.47	-2.32	0	0.32597	0.02466	0.99971	0.974326	0.098937	1	0	0	0	19294	Nectin2
7.55	2.475	2.307	-0.168	7.95	7.03	0	2e-05	6e-05	0.99955	0.000281	0.000511	1	1	1	0	57278	Bcam
4.71	-2.002	-2.502	-0.5	-8.26	-12.53	0	2e-05	0	0.99923	0.00023	2.5e-05	1	-1	-1	0	80794	Cblc
7.43	-0.194	-0.681	-0.488	0	0	0	0.99965	0.96374	0.99652	1	1	1	0	0	0	12051	Bcl3
-0.59	-1.514	-2.679	-1.166	-1.36	-4.72	-0.52	0.10573	0.00076	0.30729	0.372262	0.004512	1	0	-1	0	100502736	Gm19345
-0.65	-1.331	-2.728	-1.398	-0.71	-3.97	-1.01	0.25013	0.0021	0.17037	0.780758	0.010985	1	0	-1	0	330483	Ceacam16
6.77	-0.302	0.306	0.608	0	0	0	0.99807	0.99802	0.97935	1	1	1	0	0	0	52118	Pvr
-0.42	-7.823	-4.466	3.357	-11.73	-5.79	6.94	0	0.00022	6e-05	4.3e-05	0.001556	0.012025	-1	-1	1	71601	Ceacam20
-2.11	-7.937	-4.792	3.145	-11.43	-5.89	4.59	0	2e-04	0.00092	4.8e-05	0.001422	0.040775	-1	-1	1	243874	Nlrp9b
4.6	0.003	-0.321	-0.324	0	0	0	1	0.99926	0.99938	1	1	1	0	0	0	100043121	Gm10175
4.84	0.328	0.653	0.326	0	0	0	0.99959	0.98614	0.99967	1	1	1	0	0	0	210135	Zfp180
0.98	-0.396	-0.684	-0.287	0	0	0	0.98656	0.91173	0.99546	1	1	1	0	0	0	57745	Zfp112
1.55	0.45	0.145	-0.305	0	0	0	0.98236	0.99864	0.99439	1	1	1	0	0	0	56525	Zfp235
3.65	-1.006	-1.315	-0.309	-0.04	-2.22	0	0.48294	0.02878	0.9996	1	0.113129	1	0	0	0	56707	Zfp111
1.32	0.593	0.106	-0.487	0	0	0	0.95637	0.99932	0.98201	1	1	1	0	0	0	56869	Zfp109
2.15	0.022	-0.245	-0.267	0	0	0	0.99967	0.99557	0.99486	1	1	1	0	0	0	22755	Zfp93
2.37	0.247	0.109	-0.139	0	0	0	0.9952	0.99872	0.99822	1	1	1	0	0	0	22719	Zfp61
0.47	0.283	0.327	0.044	0	0	0	0.984	0.98074	0.99835	1	1	1	0	0	0	22756	Zfp94
4.36	-5.365	-4.224	1.141	-11.73	-8.63	0.52	0	1e-05	0.30977	4.2e-05	0.000167	1	-1	-1	0	16534	Kcnn4
4.19	-0.467	0.058	0.525	0	0	0	0.99824	0.99997	0.99724	1	1	1	0	0	0	71997	Smg9
7.39	-0.362	0.017	0.378	0	0	0	0.99584	0.99993	0.99685	1	1	1	0	0	0	18793	Plaur
5.05	-2.871	-3.145	-0.273	-10.56	-12.14	0	0	0	0.99932	6.5e-05	2.9e-05	1	-1	-1	0	260299	Cadm4
2.26	1.131	0.865	-0.266	0.59	0	0	0.28558	0.73034	0.99461	0.873887	1	1	0	0	0	232969	Zfp428
7.32	-2.52	-1.694	0.826	-8.54	-3.93	0	1e-05	0.00221	0.83531	0.000193	0.011506	1	-1	-1	0	210146	Irgq
5.37	-0.105	0.233	0.338	0	0	0	0.99973	0.99911	0.99841	1	1	1	0	0	0	22594	Xrcc1
3.34	1.403	1.444	0.04	2.39	2.7	0	0.02217	0.01363	0.99989	0.093493	0.057942	1	0	0	0	66071	Ethe1
3.81	-2.237	-2.246	-0.009	-5.66	-5.75	0	0.00024	0.00022	0.99996	0.001838	0.001561	1	-1	-1	0	232970	Phldb3
7.34	-1.646	-1.066	0.58	-2.29	-0.23	0	0.02567	0.41039	0.92534	0.106778	1	1	0	0	0	72434	Lypd3
-1.26	-8.049	-5.293	2.756	-10.7	-6.31	4.19	0	0.00013	0.00155	6.7e-05	0.00098	0.054077	-1	-1	0	68891	Cd177
1.88	-7.433	-4.557	2.877	-18	-9.76	9.01	0	1e-05	1e-05	8e-06	8.7e-05	0.007499	-1	-1	1	26366	Ceacam10
6.28	-0.437	-0.221	0.215	0	0	0	0.99964	0.99996	0.99998	1	1	1	0	0	0	20085	Rps19
7.11	-0.27	-0.038	0.232	0	0	0	0.99928	0.99995	0.99968	1	1	1	0	0	0	16801	Arhgef1
6.37	-0.52	-0.368	0.152	0	0	0	0.99703	0.99939	0.99995	1	1	1	0	0	0	14470	Rabac1
4.49	-0.3	-1.138	-0.838	0	-0.98	0	0.99932	0.17717	0.86736	1	0.571012	1	0	0	0	14809	Grik5
4.98	0.231	0.333	0.101	0	0	0	0.99945	0.99873	0.99988	1	1	1	0	0	0	232976	Zfp574
4.09	-0.166	-1.199	-1.033	0	-0.62	-0.1	0.98425	0.27727	0.45974	1	0.842645	1	0	0	0	100503578	NA
5.18	-0.766	-1.645	-0.879	0	-2.92	0	0.83643	0.00964	0.71295	1	0.042557	1	0	-1	0	67379	Dedd2
3.21	-1.072	-1.133	-0.061	-0.33	-0.62	0	0.37627	0.27775	0.99957	1	0.843727	1	0	0	0	210172	Zfp526
6.08	0.616	0.537	-0.079	0	0	0	0.99615	0.99865	0.99999	1	1	1	0	0	0	606496	Gsk3a
1.3	-0.898	-0.954	-0.056	0	0	0	0.6613	0.57672	0.99938	1	1	1	0	0	0	77124	9130221H12Rik
7.14	1.119	1.306	0.187	0.73	1.88	0	0.24252	0.04836	0.99973	0.760512	0.180334	1	0	0	0	13875	Erf
2.68	-0.214	-0.303	-0.089	0	0	0	0.99847	0.99735	0.99965	1	1	1	0	0	0	100503597	NA
7.46	0.255	0.161	-0.094	0	0	0	0.99988	0.99995	0.99999	1	1	1	0	0	0	71722	Cic
4.79	-0.209	-0.477	-0.268	0	0	0	0.99987	0.99839	0.99985	1	1	1	0	0	0	18476	Pafah1b3
7	0.374	0.088	-0.287	0	0	0	0.99974	0.99999	0.99994	1	1	1	0	0	0	269878	Megf8
-0.47	-2.241	-1.742	0.5	-3.78	-2.25	0	0.00271	0.02733	0.9434	0.014487	0.107945	1	-1	0	0	100503615	NA
5.28	-2.052	-2.761	-0.709	-3.2	-5.4	0	0.00631	0.00033	0.82668	0.03035	0.002208	1	-1	-1	0	16890	Lipe
-0.62	-2.195	-2.742	-0.548	-3.54	-5.35	0	0.00383	0.00035	0.9309	0.019547	0.002313	1	-1	-1	0	654804	4732471J01Rik
-0.14	-4.222	-6.219	-1.997	-4.4	-7.31	-2.29	0.00121	5e-05	0.02561	0.007196	0.000442	0.357687	-1	-1	0	100862213	NA
2.56	-5.063	-7.318	-2.255	-7.73	-12.18	-4.42	3e-05	0	0.00113	0.000338	3.1e-05	0.045272	-1	-1	-1	232983	Cxcl17
7.66	-5.303	-3.869	1.434	-10.5	-7.12	1.14	0	5e-05	0.14388	6.9e-05	0.000484	1	-1	-1	0	26365	Ceacam1
3.31	-4.938	-3.685	1.253	-13.61	-9.16	1.23	0	1e-05	0.12718	2e-05	0.000121	1	-1	-1	0	26367	Ceacam2
4.45	-0.553	-0.622	-0.069	0	0	0	0.99323	0.98648	0.99996	1	1	1	0	0	0	66349	Atp5sl
0.79	-0.037	-0.587	-0.549	0	0	0	0.99696	0.88667	0.90367	1	1	1	0	0	0	232984	B3gnt8
5.75	-0.124	-0.457	-0.332	0	0	0	0.99998	0.99954	0.99992	1	1	1	0	0	0	12039	Bckdha
4.37	-0.029	-0.555	-0.527	0	0	0	0.99986	0.97899	0.98518	1	1	1	0	0	0	27998	Exosc5
2	2.093	0.865	-1.229	5.24	0	-1.1	4e-04	0.76429	0.15103	0.002779	1	1	1	0	0	232987	B9d2
5.16	0.495	-0.508	-1.003	0	0	-0.02	0.99352	0.99377	0.49206	1	1	1	0	0	0	21803	Tgfb1
5.67	0.019	-0.345	-0.364	0	0	0	0.99999	0.99934	0.99943	1	1	1	0	0	0	52132	Ccdc97
4.69	0.335	0.147	-0.188	0	0	0	0.99911	0.99986	0.99982	1	1	1	0	0	0	100862251	NA
7.32	0.194	0.03	-0.164	0	0	0	0.99995	0.99999	0.99998	1	1	1	0	0	0	232989	Hnrnpul1
5.66	3.576	4.872	1.297	11.56	16.71	1.36	0	0	0.10574	4.3e-05	8e-06	0.962641	1	1	0	26362	Axl
1.37	4.361	2.894	-1.467	8.19	5.94	-1.12	2e-05	0.00018	0.14841	0.000246	0.001311	1	1	1	0	74134	Cyp2s1
1.62	-5.382	-4.595	0.788	-8.01	-6.52	0	2e-05	1e-04	0.72556	0.000282	0.000799	1	-1	-1	0	13107	Cyp2f2
1.09	-0.004	0.303	0.307	0	0	0	0.99984	0.98273	0.98277	1	1	1	0	0	0	384724	Cyp2t4
5.89	-0.227	-0.221	0.006	0	0	0	0.99961	0.99964	1	1	1	1	0	0	0	112406	Egln2
4.82	0.135	-0.71	-0.845	0	0	0	0.99994	0.97813	0.88746	1	1	1	0	0	0	19342	Rab4b
3.55	2.125	2.541	0.416	5.67	7.67	0	0.00024	3e-05	0.98825	0.001827	0.000316	1	1	1	0	12587	Mia
4.79	1.145	0.637	-0.509	0.96	0	0	0.18304	0.98092	0.99502	0.599458	1	1	0	0	0	53607	Snrpa
2.42	-0.364	0.172	0.536	0	0	0	0.99741	0.99947	0.98902	1	1	1	0	0	0	414069	BC024978
0.8	-0.454	0.052	0.506	0	0	0	0.93457	0.99592	0.91923	1	1	1	0	0	0	100316839	Mir1191
8.29	-0.447	-0.005	0.442	0	0	0	0.98286	0.99995	0.98824	1	1	1	0	0	0	233011	Itpkc
5.89	0.141	0.012	-0.129	0	0	0	0.98903	0.99915	0.99223	1	1	1	0	0	0	76889	Coq8b
2.24	0.118	0.259	0.141	0	0	0	0.98641	0.96703	0.98482	1	1	1	0	0	0	100503685	Gm15567
4	2.231	2.311	0.08	4.86	5.33	0	0.00064	0.00036	0.99782	0.004132	0.00237	1	1	1	0	18223	Numbl
5.6	3.65	4.043	0.394	10.52	12.11	0	0	0	0.98107	6.7e-05	3e-05	1	1	1	0	108075	Ltbp4
3.92	1.093	-0.237	-1.33	0.59	0	-2.19	0.28709	0.99964	0.03017	0.877753	1	0.403908	0	0	0	192192	Shkbp1
0.74	4.048	3.054	-0.994	9.93	8	0	0	2e-05	0.50779	8.9e-05	0.000252	1	1	1	0	80297	Sptbn4
4.46	-0.999	-0.79	0.209	0	0	0	0.50393	0.92583	0.9999	1	1	1	0	0	0	233016	Blvrb
1.9	-0.009	-0.533	-0.524	0	0	0	0.9994	0.92023	0.9238	1	1	1	0	0	0	170742	Sertad3
6.78	0.267	0.663	0.396	0	0	0	0.98468	0.86541	0.97531	1	1	1	0	0	0	55942	Sertad1
3.13	1.535	1.948	0.413	2.22	3.91	0	0.02864	0.00228	0.976	0.11764	0.011795	1	0	1	0	19153	Prx
0.64	0.399	0.687	0.288	0	0	0	0.98449	0.8959	0.9924	1	1	1	0	0	0	233020	Hipk4
6.46	0.461	0.062	-0.4	0	0	0	0.99946	0.99999	0.99983	1	1	1	0	0	0	18807	Pld3
3.54	0.085	-0.009	-0.094	0	0	0	0.99984	0.99999	0.99985	1	1	1	0	0	0	66367	2310022A10Rik
5.9	0.683	0.133	-0.549	0	0	0	0.97639	0.99991	0.99627	1	1	1	0	0	0	11652	Akt2
4.21	0.889	0.62	-0.269	0	0	0	0.74225	0.97846	0.99912	1	1	1	0	0	0	269881	Map3k10
0.42	0.099	0.326	0.226	0	0	0	0.99702	0.98441	0.99192	1	1	1	0	0	0	112415	Zfp607b
2.67	-0.227	-1.051	-0.825	0	-0.25	0	0.99645	0.4039	0.7963	1	1	1	0	0	0	22718	Zfp60
1.93	-0.842	-0.933	-0.091	0	0	0	0.75197	0.61818	0.99928	1	1	1	0	0	0	71163	Zfp626
1.84	-0.953	-1.232	-0.278	0	-1.23	0	0.59143	0.12743	0.99825	1	0.428036	1	0	0	0	22717	Zfp59
1.57	-1.242	-1.152	0.09	-1.14	-0.73	0	0.14338	0.24338	0.99951	0.484481	0.753221	1	0	0	0	545938	Zfp607a
1.78	-0.834	-1.268	-0.434	0	-1.36	0	0.7784	0.10574	0.99194	1	0.362748	1	0	0	0	73430	Zfp974
3.39	0.126	0.482	0.355	0	0	0	0.99981	0.99526	0.99861	1	1	1	0	0	0	100043771	Gm10651
2.57	-0.306	-0.586	-0.28	0	0	0	0.99744	0.97701	0.99853	1	1	1	0	0	0	338354	Zfp780b
2.33	-0.809	-0.874	-0.066	0	0	0	0.74868	0.6753	0.99846	1	1	1	0	0	0	100043772	Zfp850
6.35	0.44	-0.021	-0.462	0	0	0	0.99855	0.99999	0.9988	1	1	1	0	0	0	23996	Psmc4
10.44	-7.061	-4.699	2.362	-25.08	-15.87	5.69	0	0	0.00023	3e-06	1e-05	0.022796	-1	-1	1	215384	Fcgbp
4.2	-5.56	-3.357	2.203	-14.12	-7.22	4.84	0	5e-05	0.00065	1.7e-05	0.000447	0.034334	-1	-1	1	319482	9530053A07Rik
3.43	0.787	0.921	0.134	0	0	0	0.90003	0.69397	0.9998	1	1	1	0	0	0	14113	Fbl
3.59	-0.418	-1.646	-1.228	0	-4.6	-1.68	0.99762	0.00089	0.06604	1	0.005143	0.701241	0	-1	0	13549	Dyrk1b
0.43	1.343	-0.899	-2.242	0.81	0	-3.13	0.22011	0.60887	0.00703	0.702053	1	0.141485	0	0	0	386655	Eid2
0.56	0.408	-0.603	-1.011	0	0	-0.03	0.93868	0.87913	0.48667	1	1	1	0	0	0	434156	Eid2b
4.97	0.52	0.285	-0.235	0	0	0	0.99404	0.99942	0.99969	1	1	1	0	0	0	66525	Timm50
8.21	-0.79	-0.434	0.356	0	0	0	0.93436	0.99903	0.99973	1	1	1	0	0	0	20924	Supt5
3.65	-0.12	0.055	0.175	0	0	0	0.99993	0.99997	0.99991	1	1	1	0	0	0	20055	Rps16
6.2	1.377	0.811	-0.567	2.93	0	0	0.00954	0.91202	0.99657	0.04369	1	1	1	0	0	101497	Plekhg2
10.41	-0.843	-0.243	0.599	0	0	0	0.66062	0.96843	0.86458	1	1	1	0	0	0	22695	Zfp36
3	0.123	0.259	0.136	0	0	0	0.99973	0.99914	0.99972	1	1	1	0	0	0	67224	Med29
6.5	0.431	0.815	0.384	0	0	0	0.99955	0.93308	0.99984	1	1	1	0	0	0	54624	Paf1
7.89	-0.362	-0.209	0.153	0	0	0	0.99696	0.99913	0.99968	1	1	1	0	0	0	233033	Samd4b
-0.44	-4.278	-4.485	-0.207	-7.59	-8.16	0	3e-05	2e-05	0.98984	0.000368	0.000231	1	-1	-1	0	63986	Gmfg
1.48	-0.149	-0.249	-0.1	0	0	0	0.99629	0.99307	0.99806	1	1	1	0	0	0	80749	Lrfn1
5.85	-0.563	-1.074	-0.511	0	-0.6	0	0.99595	0.28377	0.99847	1	0.859252	1	0	0	0	70584	Pak4
-1.73	3.5	4.321	0.822	4.46	5.86	0	0.00109	2e-04	0.61763	0.006604	0.001452	1	1	1	0	233040	Fbxo27
2.48	1.353	0.849	-0.505	1.37	0	0	0.10426	0.72602	0.95437	0.36802	1	1	0	0	0	50760	Fbxo17
3.4	-0.351	-0.615	-0.265	0	0	0	0.99618	0.96867	0.99865	1	1	1	0	0	0	24030	Mrps12
3.74	-0.342	-0.267	0.076	0	0	0	0.99934	0.9997	0.99997	1	1	1	0	0	0	71984	Sars2
4.69	-0.304	-0.189	0.116	0	0	0	0.99959	0.99986	0.99995	1	1	1	0	0	0	18036	Nfkbib
5.76	0.074	0.309	0.236	0	0	0	0.99998	0.99979	0.99993	1	1	1	0	0	0	64383	Sirt2
0.13	-0.892	-0.519	0.373	0	0	0	0.62028	0.90309	0.95782	1	1	1	0	0	0	320435	Rinl
8.22	0.279	0.518	0.238	0	0	0	0.99984	0.99807	0.99994	1	1	1	0	0	0	15388	Hnrnpl
6.27	-0.825	-0.547	0.278	0	0	0	0.91186	0.99751	0.99991	1	1	1	0	0	0	51798	Ech1
2.8	-0.83	-0.078	0.753	0	0	0	0.71591	0.99639	0.80366	1	1	1	0	0	0	16855	Lgals4
4.85	5.769	4.453	-1.316	15.45	12.61	-1.06	0	0	0.15962	1.2e-05	2.5e-05	1	1	1	0	16858	Lgals7
0.52	-1.772	0.489	2.261	-2.86	0	4.51	0.01067	0.93321	0.001	0.048315	1	0.041977	-1	0	1	60594	Capn12
10.33	-0.015	0.448	0.463	0	0	0	0.99999	0.99722	0.99807	1	1	1	0	0	0	60595	Actn4
6.94	-0.143	-0.271	-0.128	0	0	0	0.99997	0.99991	0.99999	1	1	1	0	0	0	73830	Eif3k
-0.51	3.158	2.822	-0.336	5.96	5.37	0	0.00017	0.00034	0.9411	0.001394	0.002275	1	1	1	0	20190	Ryr1
0.98	0.213	0.518	0.305	0	0	0	0.99481	0.96056	0.99029	1	1	1	0	0	0	233046	Rasgrp4
2.87	-0.27	-0.008	0.262	0	0	0	0.99914	0.99999	0.99933	1	1	1	0	0	0	73833	Fam98c
2.8	-0.499	-1.682	-1.183	0	-2.26	-0.64	0.92133	0.02675	0.27147	1	0.10608	1	0	0	0	101809	Spred3
1.2	0.041	0.414	0.372	0	0	0	0.99497	0.92191	0.9357	1	1	1	0	0	0	243897	Ggn
7.3	-0.447	-0.558	-0.11	0	0	0	0.99906	0.99663	0.99998	1	1	1	0	0	0	57296	Psmd8
1.08	-1.976	-0.959	1.016	-2.55	0	0.05	0.01728	0.54028	0.48192	0.074745	1	1	0	0	0	320225	Catsperg1
1.16	-0.705	0.174	0.879	0	0	0	0.8556	0.99325	0.67385	1	1	1	0	0	0	52150	Kcnk6
4.65	0.048	0.018	-0.029	0	0	0	0.99993	0.99997	0.99997	1	1	1	0	0	0	77254	Yif1b
3.09	-1.288	-1.403	-0.114	-1.82	-2.59	0	0.05339	0.01614	0.9999	0.203571	0.067273	1	0	0	0	72275	2200002D01Rik
8.6	-0.924	-1.215	-0.291	0	-1.68	0	0.71704	0.0659	0.99983	1	0.237888	1	0	0	0	20733	Spint2
-0.04	4.461	4.505	0.045	8.52	9.08	0	1e-05	1e-05	0.99109	2e-04	0.000128	1	1	1	0	68458	Ppp1r14a
-1.24	3.321	3.443	0.122	5.95	6.62	0	0.00018	9e-05	0.97831	0.001413	0.000719	1	1	1	0	29861	Dpf1
7.29	-0.989	-2.326	-1.338	0	-9.8	-2.68	0.53281	1e-05	0.01412	1	8.2e-05	0.232241	0	-1	0	74206	Sipa1l3
4.45	-0.58	-0.541	0.039	0	0	0	0.95734	0.96901	0.99972	1	1	1	0	0	0	74352	Zfp84
0.3	0.238	1.157	0.919	0	0.33	0	0.94668	0.37748	0.56696	1	1	1	0	0	0	22693	Zfp30
2.83	0.206	-0.028	-0.233	0	0	0	0.99967	0.99998	0.99965	1	1	1	0	0	0	233056	Zfp790
-0.27	0.432	0.942	0.51	0	0	0	0.94441	0.56815	0.91426	1	1	1	0	0	0	233057	Zfp940
1.26	-0.071	-0.179	-0.107	0	0	0	0.99928	0.99816	0.99907	1	1	1	0	0	0	233058	Zfp420
2.18	0.396	0.027	-0.369	0	0	0	0.99327	0.99989	0.99531	1	1	1	0	0	0	22689	Zfp27
1.52	0.29	0.576	0.286	0	0	0	0.99461	0.95743	0.99463	1	1	1	0	0	0	73729	Zfp383
1.77	0.292	0.272	-0.02	0	0	0	0.98119	0.98474	0.99918	1	1	1	0	0	0	72723	Zfp74
4.73	0.803	0.597	-0.206	0	0	0	0.88846	0.98771	0.99973	1	1	1	0	0	0	625421	C230062I16Rik
5.27	-1.115	-0.682	0.433	-0.81	0	0	0.22108	0.97204	0.9986	0.704789	1	1	0	0	0	243905	Zfp568
0.54	1.443	0.855	-0.587	1.44	0	0	0.09421	0.68774	0.89093	0.33717	1	1	0	0	0	243906	Zfp14
1.16	-0.579	-0.538	0.041	0	0	0	0.9166	0.93536	0.99884	1	1	1	0	0	0	330502	Zfp82
1.07	0.462	0.457	-0.006	0	0	0	0.97696	0.97995	0.99993	1	1	1	0	0	0	72556	Zfp566
4.95	0.125	0.249	0.124	0	0	0	0.99942	0.99836	0.99955	1	1	1	0	0	0	26466	Zfp260
0.96	0.721	0.909	0.188	0	0	0	0.83158	0.62742	0.99152	1	1	1	0	0	0	233060	Zfp382
5.78	0.445	0.758	0.313	0	0	0	0.98194	0.84776	0.99457	1	1	1	0	0	0	26465	Zfp146
1.72	0.964	0.908	-0.056	0	0	0	0.56973	0.67765	0.99959	1	1	1	0	0	0	330503	Gm5113
2.71	0.273	0.808	0.535	0	0	0	0.96199	0.69003	0.87749	1	1	1	0	0	0	12865	Cox7a1
8.94	0.494	0.608	0.114	0	0	0	0.99441	0.98245	0.99991	1	1	1	0	0	0	12336	Capns1
4.93	0.696	-0.132	-0.828	0	0	0	0.95391	0.9998	0.85653	1	1	1	0	0	0	66411	Tbcb
3.24	0.736	0.305	-0.43	0	0	0	0.89312	0.99714	0.99109	1	1	1	0	0	0	69920	Polr2i
2.95	-0.049	0.496	0.545	0	0	0	0.99977	0.98506	0.9789	1	1	1	0	0	0	233064	Wdr62
1.72	5.339	6.875	1.536	9.75	11.5	0.98	1e-05	0	0.17925	1e-04	3.9e-05	1	1	1	0	76686	Clip3
4.08	-0.65	-0.996	-0.346	0	0	0	0.98756	0.51238	0.99973	1	1	1	0	0	0	233065	Alkbh6
4.73	-4.101	-3.617	0.484	-20.54	-17.32	0	0	0	0.99875	5e-06	7e-06	1	-1	-1	0	233066	Syne4
2.66	-2.198	-1.888	0.31	-5.44	-4.03	0	0.00031	0.00191	0.99675	0.002287	0.010115	1	-1	-1	0	68332	Sdhaf1
