A	Coef	t	p.value	p.value.adj	F	F.p.value	PEvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
3.29	-0.278	-0.72	0.48307	0.838629	0.52	0.48307	0	NA	NA	NA
7.17	-0.728	-1.47	0.164	0.616663	2.18	0.164	0	NA	NA	NA
6.5	-1.407	-3.11	0.00835	0.244463	9.64	0.00835	0	A_23_P29005	64092	SAMSN1
8.12	0.327	0.99	0.33923	0.757517	0.98	0.33923	0	NA	NA	NA
3.49	0.207	0.63	0.5375	0.861092	0.4	0.5375	0	NA	NA	NA
10.29	-0.208	-0.64	0.53327	0.859538	0.41	0.53327	0	NA	NA	NA
7.44	-0.402	-1.02	0.32829	0.749244	1.03	0.32829	0	NA	NA	NA
8.64	-0.248	-0.67	0.51181	0.850195	0.45	0.51181	0	NA	NA	NA
11.1	0.727	2.15	0.0505	0.43762	4.64	0.0505	0	A_24_P163537	222068	TMED4
7.04	-0.471	-1.12	0.28203	0.720089	1.26	0.28203	0	NA	NA	NA
12.66	-0.301	-0.94	0.36377	0.773485	0.89	0.36377	0	NA	NA	NA
5.9	0.77	2.14	0.05158	0.439757	4.59	0.05158	0	A_24_P375227	NA	
4.89	-1	-2.33	0.03646	0.393522	5.43	0.03646	0	NA	NA	NA
4.1	-0.409	-0.94	0.36204	0.773134	0.89	0.36204	0	NA	NA	NA
3.93	-0.718	-0.84	0.41781	0.804981	0.7	0.41781	0	NA	NA	NA
7.44	-0.162	-0.36	0.72397	0.929484	0.13	0.72397	0	NA	NA	NA
2.98	0.238	0.43	0.67267	0.911931	0.19	0.67267	0	NA	NA	NA
13.58	0.01	0.03	0.9783	0.994405	0	0.9783	0	NA	NA	NA
5.16	0	0	0.99939	0.999935	0	0.99939	0	NA	NA	NA
9.98	0.114	0.43	0.67174	0.911526	0.19	0.67174	0	A_23_P27180	84081	CCDC55
3.61	-0.169	-0.42	0.68026	0.914341	0.18	0.68026	0	A_23_P313588	164656	TMPRSS6
8.35	0.101	0.32	0.75057	0.938921	0.11	0.75057	0	A_24_P58122	NA	
7.66	-0.133	-0.21	0.83494	0.962709	0.05	0.83494	0	NA	NA	NA
10.42	0	0	0.99996	0.999987	0	0.99996	0	NA	NA	NA
3.19	0.21	0.51	0.61932	0.893515	0.26	0.61932	0	NA	NA	NA
9.26	0.179	0.51	0.62079	0.893975	0.26	0.62079	0	NA	NA	NA
9.38	0.098	0.34	0.73999	0.934981	0.11	0.73999	0	NA	NA	NA
7.43	-0.388	-0.96	0.35288	0.765779	0.93	0.35288	0	NA	NA	NA
10.61	-0.096	-0.29	0.77547	0.946148	0.08	0.77547	0	A_24_P11307	10768	AHCYL1
3.58	-0.262	-0.78	0.44945	0.823225	0.61	0.44945	0	NA	NA	NA
11.51	-0.21	-0.71	0.4931	0.843785	0.5	0.4931	0	A_24_P277807	8724	SNX3
2.96	0.737	2.12	0.05403	0.446652	4.48	0.05403	0	NA	NA	NA
5.85	0.543	0.79	0.44394	0.820301	0.62	0.44394	0	NA	NA	NA
11.71	-0.455	-1.25	0.2345	0.683282	1.55	0.2345	0	NA	NA	NA
3.45	1.269	2.52	0.02549	0.353935	6.36	0.02549	0	NA	NA	NA
6.43	0.188	0.44	0.66669	0.910249	0.19	0.66669	0	NA	NA	NA
3.82	0.737	2.31	0.03825	0.399241	5.32	0.03825	0	NA	NA	NA
12.56	-0.244	-0.61	0.55017	0.867297	0.38	0.55017	0	NA	NA	NA
5.78	-1.457	-2.49	0.02725	0.360413	6.18	0.02725	0	NA	NA	NA
2.92	0.258	0.64	0.53054	0.858415	0.42	0.53054	0	NA	NA	NA
7.54	-0.901	-2.17	0.04894	0.434014	4.72	0.04894	0	NA	NA	NA
3.33	-0.318	-0.99	0.34011	0.758138	0.98	0.34011	0	NA	NA	NA
7.67	0.7	1.65	0.12193	0.565023	2.74	0.12193	0	A_24_P147540	80164	FLJ22184
12.53	-0.318	-1.12	0.28429	0.721796	1.25	0.28429	0	NA	NA	NA
4.72	-1.235	-1.43	0.17503	0.626731	2.06	0.17503	0	A_32_P134007	114786	XKR4
10.49	-0.471	-1.62	0.12941	0.575885	2.62	0.12941	0	NA	NA	NA
3.27	-0.126	-0.37	0.7174	0.926975	0.14	0.7174	0	NA	NA	NA
7.27	0.391	1.02	0.32755	0.748875	1.03	0.32755	0	A_23_P416305	NA	
6.52	0.022	0.05	0.95806	0.990939	0	0.95806	0	NA	NA	NA
9.39	-0.163	-0.58	0.5732	0.875385	0.33	0.5732	0	NA	NA	NA
5.99	-1.451	-2.33	0.03638	0.393522	5.44	0.03638	0	A_24_P362193	8832	CD84
11.37	0.193	0.37	0.71744	0.926975	0.14	0.71744	0	NA	NA	NA
11.37	-0.129	-0.27	0.79278	0.950945	0.07	0.79278	0	A_24_P418418	6218	RPS17
6.48	-0.19	-0.44	0.66393	0.909467	0.2	0.66393	0	NA	NA	NA
4.28	0.825	1.78	0.0976	0.531944	3.19	0.0976	0	NA	NA	NA
4.74	1.601	4.62	0.00048	0.074807	21.37	0.00048	0	NA	NA	NA
3.32	0.043	0.07	0.94234	0.987022	0.01	0.94234	0	A_23_P70102	153201	SLC36A2
8.86	-0.11	-0.33	0.74844	0.937984	0.11	0.74844	0	NA	NA	NA
3.02	0.247	0.54	0.60003	0.886665	0.29	0.60003	0	NA	NA	NA
12.35	0.236	0.6	0.55941	0.870326	0.36	0.55941	0	NA	NA	NA
6.7	-0.683	-1.56	0.14352	0.593759	2.42	0.14352	0	A_23_P398836	57544	KIAA1344
4.02	-0.288	-0.78	0.4511	0.824125	0.6	0.4511	0	NA	NA	NA
8.18	-0.083	-0.13	0.89771	0.975994	0.02	0.89771	0	A_23_P69791	55435	C4orf16
11.37	0.205	0.41	0.68724	0.916149	0.17	0.68724	0	NA	NA	NA
3.16	-0.619	-1.35	0.19901	0.649477	1.83	0.19901	0	NA	NA	NA
7.29	-0.654	-1.04	0.31829	0.744439	1.08	0.31829	0	A_32_P213330	64283	RGNEF
12.24	-0.005	-0.02	0.9844	0.995993	0	0.9844	0	NA	NA	NA
9.5	-0.197	-0.57	0.57874	0.877386	0.32	0.57874	0	NA	NA	NA
4.3	0.762	1.48	0.16353	0.616192	2.18	0.16353	0	NA	NA	NA
6.37	-0.475	-1.23	0.24023	0.686931	1.51	0.24023	0	NA	NA	NA
4.46	0.126	0.28	0.78178	0.947969	0.08	0.78178	0	NA	NA	NA
7.11	0.639	1.55	0.1451	0.595221	2.4	0.1451	0	NA	NA	NA
9.07	-0.539	-1.44	0.17316	0.625618	2.08	0.17316	0	A_23_P401076	203328	SUSD3
6.84	-0.23	-0.36	0.72276	0.929366	0.13	0.72276	0	A_32_P48615	NA	
5.44	0.852	2.32	0.03746	0.39663	5.37	0.03746	0	NA	NA	NA
9.32	-0.141	-0.22	0.8275	0.960837	0.05	0.8275	0	A_23_P29953	3600	IL15
3.62	0.543	1.57	0.13945	0.587868	2.48	0.13945	0	NA	NA	NA
13.36	0.2	0.49	0.63504	0.899269	0.24	0.63504	0	NA	NA	NA
11.75	-0.197	-0.59	0.56543	0.872107	0.35	0.56543	0	A_23_P91114	10113	PREB
6.73	0.14	0.37	0.72042	0.928303	0.13	0.72042	0	NA	NA	NA
3.36	-0.068	-0.11	0.91175	0.979541	0.01	0.91175	0	NA	NA	NA
2.73	0.17	0.43	0.67672	0.913432	0.18	0.67672	0	NA	NA	NA
5.09	1.201	3.25	0.00635	0.219707	10.55	0.00635	0	NA	NA	NA
10.25	-0.087	-0.28	0.7856	0.949135	0.08	0.7856	0	A_23_P214587	7726	TRIM26
11.77	0.004	0.01	0.9919	0.997869	0	0.9919	0	NA	NA	NA
9.29	0.523	1.08	0.29922	0.732291	1.17	0.29922	0	NA	NA	NA
11.4	0.356	1.27	0.22778	0.677322	1.6	0.22778	0	NA	NA	NA
6	-1.629	-2.33	0.03664	0.39431	5.42	0.03664	0	A_23_P215744	83992	CTTNBP2
11.56	0.394	1.23	0.23896	0.686075	1.52	0.23896	0	A_23_P202810	5017	OVOL1
11.25	0.132	0.45	0.65781	0.907919	0.21	0.65781	0	NA	NA	NA
2.71	-0.57	-1.24	0.23827	0.685252	1.53	0.23827	0	NA	NA	NA
8.32	0.446	1.31	0.21345	0.663936	1.71	0.21345	0	A_32_P409222	89887	ZNF628
7.86	0.285	0.95	0.35802	0.76959	0.91	0.35802	0	NA	NA	NA
12.97	0.285	0.93	0.36885	0.776616	0.87	0.36885	0	NA	NA	NA
3.11	0.105	0.33	0.74708	0.937569	0.11	0.74708	0	A_24_P860797	400961	KIAA1155
13.8	0.11	0.41	0.69153	0.91812	0.16	0.69153	0	NA	NA	NA
4.83	0.044	0.13	0.89999	0.976553	0.02	0.89999	0	NA	NA	NA
10.88	-0.154	-0.34	0.73836	0.934251	0.12	0.73836	0	NA	NA	NA
3.34	0.687	2.13	0.05252	0.442853	4.55	0.05252	0	NA	NA	NA
12.69	-0.079	-0.24	0.81176	0.955976	0.06	0.81176	0	A_23_P108303	4701	NDUFA7
5.31	-1.062	-1.43	0.17673	0.628881	2.04	0.17673	0	NA	NA	NA
4.22	-0.417	-0.68	0.50868	0.849129	0.46	0.50868	0	NA	NA	NA
7.94	0.702	1.5	0.15724	0.609851	2.25	0.15724	0	NA	NA	NA
6.91	0.042	0.14	0.89399	0.975505	0.02	0.89399	0	A_24_P130792	387338	NSUN4
12.33	-0.18	-0.42	0.68359	0.915335	0.17	0.68359	0	NA	NA	NA
4.63	-0.972	-1.46	0.1672	0.620558	2.14	0.1672	0	NA	NA	NA
8.68	0.684	1.67	0.11933	0.562801	2.78	0.11933	0	NA	NA	NA
7.78	0.28	0.55	0.59179	0.882585	0.3	0.59179	0	NA	NA	NA
4.38	-0.749	-1.54	0.14732	0.598239	2.37	0.14732	0	NA	NA	NA
3.7	-0.31	-0.94	0.36372	0.773485	0.89	0.36372	0	NA	NA	NA
9.2	-0.16	-0.52	0.60996	0.889994	0.27	0.60996	0	A_24_P49533	79699	ZYG11B
4.84	0.742	2.41	0.0313	0.375599	5.82	0.0313	0	NA	NA	NA
9.86	0.058	0.21	0.83746	0.963162	0.04	0.83746	0	A_23_P373799	57703	KIAA1604
3.73	0.737	1.92	0.07716	0.497085	3.68	0.07716	0	NA	NA	NA
5.37	1.246	3.42	0.00456	0.197793	11.69	0.00456	0	NA	NA	NA
2.91	0.424	1.15	0.27224	0.712428	1.31	0.27224	0	NA	NA	NA
2.68	-0.129	-0.33	0.74395	0.936101	0.11	0.74395	0	NA	NA	NA
4.17	-0.436	-1.02	0.32655	0.74811	1.04	0.32655	0	NA	NA	NA
2.71	0.087	0.21	0.83915	0.96346	0.04	0.83915	0	A_32_P60606	399716	DKFZp667F0711
11.39	0.352	1.21	0.24839	0.693437	1.46	0.24839	0	NA	NA	NA
3.41	0.356	0.98	0.34287	0.759697	0.97	0.34287	0	NA	NA	NA
3.05	1.01	3.48	0.00408	0.187239	12.09	0.00408	0	NA	NA	NA
4.25	0.748	2.29	0.03904	0.401643	5.26	0.03904	0	NA	NA	NA
5.11	0.144	0.27	0.78806	0.949863	0.08	0.78806	0	NA	NA	NA
4.04	0.857	1.97	0.0701	0.485191	3.89	0.0701	0	NA	NA	NA
5.76	0.477	1.21	0.24936	0.694276	1.45	0.24936	0	NA	NA	NA
3.37	0.245	0.96	0.35334	0.765979	0.93	0.35334	0	NA	NA	NA
4.82	0.97	2.62	0.02133	0.334599	6.84	0.02133	0	NA	NA	NA
11.89	0.089	0.3	0.76598	0.943624	0.09	0.76598	0	NA	NA	NA
8.61	-0.782	-2.57	0.02344	0.344563	6.59	0.02344	0	A_23_P84821	65008	MRPL1
4.06	-0.057	-0.12	0.90323	0.976924	0.02	0.90323	0	NA	NA	NA
2.51	0.194	0.48	0.63797	0.900523	0.23	0.63797	0	NA	NA	NA
10.39	0.02	0.06	0.95683	0.990874	0	0.95683	0	NA	NA	NA
4.43	0.738	1.01	0.33206	0.752241	1.02	0.33206	0	NA	NA	NA
2.93	0.439	1.33	0.20786	0.657336	1.76	0.20786	0	NA	NA	NA
6.18	0.554	1.57	0.14131	0.590933	2.45	0.14131	0	NA	NA	NA
10.58	-1.307	-3.1	0.00847	0.245231	9.6	0.00847	0	NA	NA	NA
4.3	0.661	1.58	0.13791	0.586466	2.5	0.13791	0	NA	NA	NA
6.6	0.669	1.48	0.16339	0.615998	2.18	0.16339	0	NA	NA	NA
3.42	0.181	0.42	0.67782	0.913762	0.18	0.67782	0	NA	NA	NA
11.82	0.189	0.65	0.52391	0.856063	0.43	0.52391	0	NA	NA	NA
8.46	0.06	0.18	0.85712	0.96825	0.03	0.85712	0	NA	NA	NA
9.98	0.034	0.12	0.90886	0.978629	0.01	0.90886	0	NA	NA	NA
6.02	-0.354	-0.46	0.6539	0.906581	0.21	0.6539	0	NA	NA	NA
3.28	0.083	0.15	0.88574	0.974127	0.02	0.88574	0	A_23_P310372	56832	IFNK
2.94	-0.638	-1.55	0.14608	0.5968	2.39	0.14608	0	NA	NA	NA
10.76	-0.326	-1.14	0.27635	0.716068	1.29	0.27635	0	A_23_P69226	55831	TMEM111
9.46	-0.585	-1.69	0.11425	0.555007	2.87	0.11425	0	NA	NA	NA
4.47	0.331	0.52	0.61407	0.891663	0.27	0.61407	0	NA	NA	NA
9.29	-0.319	-0.74	0.4747	0.835498	0.54	0.4747	0	NA	NA	NA
8.49	-0.16	-0.5	0.62873	0.896602	0.25	0.62873	0	NA	NA	NA
2.8	-0.043	-0.12	0.90501	0.977248	0.01	0.90501	0	A_23_P422240	131669	UROC1
4.02	-0.27	-0.6	0.55623	0.869174	0.36	0.55623	0	NA	NA	NA
4.09	0.347	0.5	0.62469	0.895226	0.25	0.62469	0	NA	NA	NA
3.3	0.328	0.95	0.36066	0.771815	0.9	0.36066	0	NA	NA	NA
3.48	0.143	0.23	0.82021	0.958709	0.05	0.82021	0	NA	NA	NA
3	-0.113	-0.18	0.85768	0.968386	0.03	0.85768	0	NA	NA	NA
4.65	-1.45	-2.43	0.03033	0.373391	5.9	0.03033	0	NA	NA	NA
3.22	-0.297	-1.06	0.3071	0.737268	1.13	0.3071	0	NA	NA	NA
8.49	0.411	1.13	0.27846	0.717462	1.28	0.27846	0	A_23_P334955	83648	C8orf13
9.85	0.228	0.72	0.48275	0.838529	0.52	0.48275	0	NA	NA	NA
7.57	0.066	0.18	0.85789	0.968427	0.03	0.85789	0	A_23_P157766	55064	C9orf68
7.46	-1.866	-3.28	0.00597	0.216043	10.76	0.00597	0	NA	NA	NA
9.38	-0.047	-0.16	0.87622	0.971726	0.03	0.87622	0	NA	NA	NA
3.07	0.317	1.2	0.25108	0.695824	1.44	0.25108	0	NA	NA	NA
4.43	-1.656	-5.23	0.00016	0.04247	27.34	0.00016	-1	NA	NA	NA
2.72	0.462	1.13	0.2809	0.718791	1.27	0.2809	0	NA	NA	NA
7.98	0.366	1.02	0.32792	0.74922	1.03	0.32792	0	NA	NA	NA
11.22	-0.283	-0.64	0.53046	0.858389	0.42	0.53046	0	NA	NA	NA
13.77	0.51	1.71	0.11059	0.54995	2.93	0.11059	0	NA	NA	NA
8.79	0.06	0.15	0.88659	0.974223	0.02	0.88659	0	NA	NA	NA
5.77	-0.775	-1.47	0.16634	0.619797	2.15	0.16634	0	NA	NA	NA
2.58	0.04	0.08	0.93763	0.986024	0.01	0.93763	0	NA	NA	NA
8.44	0.148	0.39	0.7023	0.922444	0.15	0.7023	0	NA	NA	NA
9.31	0.498	1.3	0.21633	0.666112	1.69	0.21633	0	NA	NA	NA
4.41	-0.443	-0.76	0.46211	0.829328	0.57	0.46211	0	NA	NA	NA
3.16	-0.843	-2.18	0.04859	0.43298	4.73	0.04859	0	NA	NA	NA
10.31	0.259	0.82	0.42675	0.810332	0.67	0.42675	0	A_23_P46982	64210	MMS19L
4.86	-0.7	-1.57	0.13976	0.587989	2.47	0.13976	0	A_24_P247026	283726	DKFZp666G057
9.91	-0.221	-0.73	0.47806	0.836959	0.53	0.47806	0	A_23_P73660	6399	TRAPPC2
3.13	0.365	1.11	0.28914	0.725016	1.22	0.28914	0	NA	NA	NA
7.32	0.321	0.88	0.39712	0.793779	0.77	0.39712	0	NA	NA	NA
6.64	-0.018	-0.05	0.95856	0.990939	0	0.95856	0	NA	NA	NA
10.05	0.616	1.87	0.08488	0.512096	3.48	0.08488	0	NA	NA	NA
3.21	0.255	0.91	0.37767	0.782502	0.83	0.37767	0	NA	NA	NA
10.97	0.175	0.56	0.58564	0.880585	0.31	0.58564	0	NA	NA	NA
8.46	0.041	0.13	0.89857	0.97638	0.02	0.89857	0	NA	NA	NA
2.98	0.421	1.28	0.2231	0.673412	1.64	0.2231	0	A_24_P208704	1582	CYP8B1
10.75	-0.386	-1.02	0.32648	0.74811	1.04	0.32648	0	NA	NA	NA
4.33	0.186	0.31	0.7619	0.94285	0.1	0.7619	0	NA	NA	NA
6.01	0.423	1.13	0.27998	0.718271	1.27	0.27998	0	A_23_P130169	9755	TBKBP1
6.65	-0.163	-0.25	0.80914	0.955689	0.06	0.80914	0	A_23_P24555	23187	PHLDB1
12.23	-0.222	-0.58	0.57239	0.875123	0.34	0.57239	0	A_23_P200507	29097	CNIH4
2.95	0.111	0.24	0.81656	0.957864	0.06	0.81656	0	NA	NA	NA
6.76	0.75	1.93	0.07534	0.492821	3.74	0.07534	0	NA	NA	NA
8.56	-0.33	-0.98	0.3468	0.762625	0.95	0.3468	0	A_23_P41541	90826	LOC90826
5.26	-0.9	-1.96	0.07208	0.488923	3.83	0.07208	0	NA	NA	NA
7.56	0.012	0.03	0.97493	0.993607	0	0.97493	0	NA	NA	NA
8.88	-0.06	-0.18	0.85746	0.968376	0.03	0.85746	0	NA	NA	NA
11.09	-0.181	-0.6	0.55839	0.869953	0.36	0.55839	0	NA	NA	NA
9.58	-0.474	-1.17	0.26293	0.70461	1.37	0.26293	0	NA	NA	NA
8.42	0.335	1.07	0.30586	0.736412	1.14	0.30586	0	A_23_P253395	10497	UNC13B
8.03	0.896	3.01	0.01004	0.2603	9.06	0.01004	0	NA	NA	NA
7.36	0.165	0.43	0.67424	0.912616	0.18	0.67424	0	NA	NA	NA
2.79	0.162	0.35	0.7332	0.931865	0.12	0.7332	0	NA	NA	NA
5.41	-0.564	-0.55	0.59132	0.882542	0.3	0.59132	0	NA	NA	NA
9.18	0.238	0.63	0.5418	0.863799	0.39	0.5418	0	NA	NA	NA
5.83	-0.499	-0.73	0.47831	0.836959	0.53	0.47831	0	NA	NA	NA
3.69	0.232	0.76	0.45885	0.827907	0.58	0.45885	0	NA	NA	NA
12.32	0.102	0.37	0.71383	0.926082	0.14	0.71383	0	NA	NA	NA
3.02	0.468	1.62	0.12948	0.575885	2.62	0.12948	0	NA	NA	NA
9.94	0.118	0.22	0.83054	0.961829	0.05	0.83054	0	NA	NA	NA
3.34	0.715	1.28	0.22455	0.674593	1.63	0.22455	0	NA	NA	NA
4.02	-0.129	-0.29	0.77755	0.946695	0.08	0.77755	0	NA	NA	NA
10.1	0.257	0.74	0.47097	0.833658	0.55	0.47097	0	A_24_P205036	163223	ZNF676
10.67	-0.081	-0.16	0.87223	0.971447	0.03	0.87223	0	A_24_P213354	731048	LOC731048
12.12	-0.198	-0.61	0.55111	0.867516	0.37	0.55111	0	A_23_P213153	9987	HNRPDL
3.49	0.471	0.96	0.3553	0.767396	0.92	0.3553	0	A_32_P137399	NA	
8.77	1.353	3.39	0.00483	0.201697	11.49	0.00483	0	NA	NA	NA
10.13	-0.266	-0.96	0.35526	0.767396	0.92	0.35526	0	A_24_P66125	10735	STAG2
4.21	0.725	2.02	0.06479	0.472945	4.07	0.06479	0	NA	NA	NA
7.55	0.568	1.87	0.08396	0.510996	3.5	0.08396	0	NA	NA	NA
12.86	0.27	1.08	0.3015	0.734004	1.16	0.3015	0	NA	NA	NA
8.26	-0.071	-0.19	0.85225	0.966808	0.04	0.85225	0	NA	NA	NA
6.11	0.204	0.51	0.61666	0.892479	0.26	0.61666	0	NA	NA	NA
3.36	-0.164	-0.36	0.72103	0.928666	0.13	0.72103	0	NA	NA	NA
6.15	0.492	1.23	0.24142	0.687759	1.51	0.24142	0	NA	NA	NA
3.03	-0.266	-0.72	0.48561	0.839546	0.52	0.48561	0	NA	NA	NA
4.54	0.052	0.12	0.90663	0.977563	0.01	0.90663	0	NA	NA	NA
2.79	0.052	0.1	0.92299	0.982872	0.01	0.92299	0	NA	NA	NA
10.83	-0.213	-0.6	0.55954	0.870483	0.36	0.55954	0	NA	NA	NA
5.73	-1.54	-3.12	0.00818	0.242053	9.71	0.00818	0	NA	NA	NA
10.94	-0.658	-0.65	0.52494	0.856372	0.43	0.52494	0	NA	NA	NA
10.54	-0.261	-0.75	0.46694	0.831824	0.56	0.46694	0	NA	NA	NA
11.53	0.282	0.89	0.38901	0.789666	0.79	0.38901	0	A_24_P126181	126382	TRA16
5.82	-0.036	-0.12	0.90779	0.978086	0.01	0.90779	0	NA	NA	NA
5.19	0.744	2.12	0.05354	0.446015	4.51	0.05354	0	A_32_P82623	NA	
5.97	0.054	0.07	0.94192	0.986947	0.01	0.94192	0	NA	NA	NA
3.73	0.946	2.51	0.02589	0.355469	6.32	0.02589	0	NA	NA	NA
2.85	-0.43	-0.94	0.36355	0.773485	0.89	0.36355	0	NA	NA	NA
8.21	0.262	0.67	0.51331	0.850606	0.45	0.51331	0	A_23_P4082	10693	CCT6B
9.26	-0.203	-0.66	0.52184	0.855168	0.43	0.52184	0	NA	NA	NA
3.29	0.839	1.24	0.23541	0.683376	1.55	0.23541	0	NA	NA	NA
7.34	-0.254	-0.72	0.48672	0.840285	0.51	0.48672	0	NA	NA	NA
5.64	-0.807	-1.87	0.08444	0.511257	3.49	0.08444	0	NA	NA	NA
9.21	0.019	0.04	0.96583	0.991873	0	0.96583	0	NA	NA	NA
9.69	0.182	0.45	0.65838	0.908031	0.2	0.65838	0	A_24_P58037	392288	LOC392288
8.82	-1.111	-2.39	0.03254	0.380056	5.72	0.03254	0	A_24_P105747	130340	AP1S3
2.83	-0.829	-2.59	0.02228	0.338208	6.72	0.02228	0	A_23_P346673	55890	GPRC5C
8.35	-0.433	-1.3	0.21589	0.665818	1.69	0.21589	0	A_23_P123256	11333	PDAP1
9.34	1.014	2.78	0.01562	0.301807	7.72	0.01562	0	NA	NA	NA
3.46	-0.092	-0.24	0.81426	0.956821	0.06	0.81426	0	NA	NA	NA
6.24	0.102	0.25	0.80359	0.954245	0.06	0.80359	0	NA	NA	NA
12.26	-0.298	-0.95	0.36133	0.772516	0.9	0.36133	0	NA	NA	NA
3.94	-1.045	-1.91	0.07776	0.498566	3.67	0.07776	0	NA	NA	NA
4.34	-0.347	-0.59	0.56668	0.872588	0.35	0.56668	0	NA	NA	NA
3.39	0.244	0.71	0.4911	0.842399	0.5	0.4911	0	NA	NA	NA
4.25	2.336	3.46	0.00424	0.19011	11.95	0.00424	0	NA	NA	NA
12.53	-0.905	-2.39	0.0329	0.382038	5.69	0.0329	0	NA	NA	NA
11.44	0.43	1.22	0.24565	0.69074	1.48	0.24565	0	A_23_P362712	83451	ABHD11
4.67	0.014	0.04	0.96843	0.992445	0	0.96843	0	NA	NA	NA
7.1	-0.68	-1.2	0.25292	0.697462	1.43	0.25292	0	NA	NA	NA
10.27	0.248	0.9	0.38495	0.787223	0.81	0.38495	0	NA	NA	NA
3.15	-0.318	-0.72	0.48282	0.838529	0.52	0.48282	0	NA	NA	NA
11.26	0.179	0.52	0.61202	0.890558	0.27	0.61202	0	A_24_P944616	50809	HP1BP3
12.15	-0.238	-0.78	0.45039	0.823671	0.61	0.45039	0	A_32_P75299	NA	
9.13	-1.195	-2.48	0.02754	0.360709	6.16	0.02754	0	NA	NA	NA
7.58	-0.657	-1.94	0.0741	0.491421	3.77	0.0741	0	NA	NA	NA
3.8	-0.456	-1.45	0.17021	0.622553	2.11	0.17021	0	NA	NA	NA
7.35	0.308	0.9	0.38564	0.787326	0.81	0.38564	0	A_24_P382026	57409	MIF4GD
12.02	-0.096	-0.2	0.84239	0.964487	0.04	0.84239	0	NA	NA	NA
13.13	-0.187	-0.6	0.55938	0.870326	0.36	0.55938	0	NA	NA	NA
12.41	0.411	1.18	0.25769	0.701243	1.4	0.25769	0	A_24_P287233	51329	ARL6IP4
3.43	-0.506	-1.5	0.15822	0.611019	2.24	0.15822	0	NA	NA	NA
7.2	-0.808	-2.44	0.03002	0.372526	5.93	0.03002	0	NA	NA	NA
6.35	0.492	1.38	0.19064	0.642391	1.91	0.19064	0	NA	NA	NA
2.98	0.76	1.58	0.13741	0.585933	2.51	0.13741	0	NA	NA	NA
5.32	0.369	0.88	0.39584	0.793731	0.77	0.39584	0	A_24_P339514	1555	CYP2B6
4.19	0.994	3.51	0.00387	0.182692	12.29	0.00387	0	NA	NA	NA
3.58	0.542	1.22	0.24298	0.688847	1.5	0.24298	0	NA	NA	NA
8.02	0.295	0.81	0.43085	0.81328	0.66	0.43085	0	A_24_P212074	196541	LOC196541
9.4	-0.245	-0.6	0.55585	0.869029	0.37	0.55585	0	A_23_P29836	131616	TMEM42
6.96	-0.576	-0.97	0.34957	0.764487	0.94	0.34957	0	NA	NA	NA
6.36	0.222	0.7	0.49785	0.845984	0.49	0.49785	0	NA	NA	NA
5.11	0.301	0.72	0.48499	0.839167	0.52	0.48499	0	NA	NA	NA
2.73	-0.101	-0.25	0.80939	0.955689	0.06	0.80939	0	A_23_P51587	6000	RGS7
5.34	0.366	0.98	0.34719	0.76303	0.95	0.34719	0	NA	NA	NA
7.02	-0.886	-2.32	0.03703	0.395368	5.4	0.03703	0	A_24_P49106	56849	TCEAL7
4.08	-0.087	-0.18	0.86128	0.969037	0.03	0.86128	0	NA	NA	NA
3.05	-0.487	-1.22	0.24511	0.690183	1.48	0.24511	0	NA	NA	NA
9.85	-0.174	-0.68	0.50981	0.849422	0.46	0.50981	0	A_24_P159094	55148	C14orf130
4.14	0.713	1.48	0.16384	0.616636	2.18	0.16384	0	NA	NA	NA
7.91	-0.09	-0.16	0.87616	0.971719	0.03	0.87616	0	NA	NA	NA
11.61	0.102	0.34	0.74266	0.935569	0.11	0.74266	0	NA	NA	NA
4.6	-0.628	-1.16	0.26539	0.707169	1.35	0.26539	0	NA	NA	NA
7.17	0.749	1.9	0.07982	0.502427	3.61	0.07982	0	NA	NA	NA
4.56	0.387	0.91	0.37896	0.783171	0.83	0.37896	0	NA	NA	NA
3.24	-0.206	-0.36	0.72571	0.929865	0.13	0.72571	0	A_23_P98830	50613	UBQLN3
9.27	-1.441	-2.71	0.01798	0.31399	7.32	0.01798	0	NA	NA	NA
6.19	0.099	0.19	0.85376	0.967094	0.04	0.85376	0	NA	NA	NA
3.09	0.538	0.87	0.39923	0.795148	0.76	0.39923	0	NA	NA	NA
2.7	0.576	1.2	0.25184	0.696239	1.44	0.25184	0	NA	NA	NA
7.09	-1.709	-1.31	0.21129	0.66187	1.73	0.21129	0	NA	NA	NA
5.14	0.378	1.1	0.29162	0.726451	1.21	0.29162	0	NA	NA	NA
9.35	-0.673	-1.66	0.12158	0.564649	2.74	0.12158	0	NA	NA	NA
3.31	0.898	2.35	0.0351	0.390064	5.53	0.0351	0	NA	NA	NA
10.16	0.418	1.4	0.18528	0.638079	1.96	0.18528	0	NA	NA	NA
2.58	0.301	0.68	0.51144	0.850119	0.46	0.51144	0	NA	NA	NA
3.5	1.079	2.57	0.0232	0.342969	6.61	0.0232	0	A_24_P83075	NA	
5.86	0.647	1.82	0.09109	0.52304	3.33	0.09109	0	NA	NA	NA
6.81	0.177	0.48	0.63928	0.901079	0.23	0.63928	0	A_23_P88489	117155	CATSPER2
3.76	-0.091	-0.29	0.77274	0.945675	0.09	0.77274	0	NA	NA	NA
